,brawlername,event.mode,event.map,d,n,y,total_games,winrate,total_games_map,userate,percentile_quadrant
2558,STU,knockout,Out in the Open,0,237,138,375,0.368,51246,0.007317644303945674,Q3
2559,STU,knockout,Riverside,0,59,21,80,0.2625,31974,0.0025020329017326577,Q3
2560,STU,knockout,X Marks the Spot,0,158,60,218,0.27522935779816515,43602,0.0049997706527223525,Q3
2561,SURGE,bounty,Canal Grande,0,481,455,936,0.4861111111111111,20526,0.0456007015492546,Q1
2562,SURGE,bounty,Dry Season,0,49,20,69,0.2898550724637681,29460,0.0023421588594704683,Q3
2563,SURGE,bounty,Excel,0,77,81,158,0.5126582278481012,17316,0.009124509124509125,Q1
2564,SURGE,bounty,Hideout,0,18,9,27,0.3333333333333333,11538,0.00234009360374415,Q3
2565,SURGE,bounty,Layer Cake,0,174,127,301,0.4219269102990033,19848,0.015165255945183394,Q2
2566,SURGE,bounty,Shooting Star,0,26,13,39,0.3333333333333333,21186,0.0018408382894364204,Q3
2567,SURGE,bounty,Temple Ruins,0,113,110,223,0.49327354260089684,7824,0.02850204498977505,Q1
2568,SURGE,brawlBall,Backyard Bowl,35,981,694,1710,0.4058479532163743,133578,0.01280150923056192,Q2
2569,SURGE,brawlBall,Beach Ball,66,1843,1947,3856,0.5049273858921162,88080,0.043778383287920074,Q1
2570,SURGE,brawlBall,Center Stage,97,3060,2873,6030,0.47645107794361524,170286,0.03541101441104964,Q1
2571,SURGE,brawlBall,Pinhole Punt,58,2384,2031,4473,0.4540576794097921,154962,0.028865141131374145,Q2
2572,SURGE,brawlBall,Sneaky Fields,91,3049,3039,6179,0.49182715649781517,118884,0.051975034487399485,Q1
2573,SURGE,brawlBall,Sunny Soccer,62,1791,1848,3701,0.4993245068900297,74093,0.04995073758654664,Q1
2574,SURGE,brawlBall,Super Beach,157,5084,4935,10176,0.4849646226415094,199884,0.05090952752596506,Q1
2575,SURGE,gemGrab,Crystal Arcade,0,647,732,1379,0.5308194343727338,29454,0.04681876824879473,Q1
2576,SURGE,gemGrab,Deep Diner,0,633,738,1371,0.5382932166301969,42288,0.0324205448354143,Q1
2577,SURGE,gemGrab,Double Swoosh,0,1208,1023,2231,0.4585387718511878,51096,0.04366290903397526,Q2
2578,SURGE,gemGrab,Gem Fort,0,374,305,679,0.4491899852724595,18906,0.035914524489580026,Q2
2579,SURGE,gemGrab,Hard Rock Mine,0,1012,1001,2013,0.4972677595628415,52902,0.03805149143699671,Q1
2580,SURGE,gemGrab,Minecart Madness,0,222,123,345,0.3565217391304348,40818,0.00845215346170807,Q3
2581,SURGE,gemGrab,Undermine,0,551,500,1051,0.47573739295908657,33870,0.031030410392677885,Q1
2582,SURGE,heist,Bridge Too Far,0,23,7,30,0.23333333333333334,45486,0.0006595435958316845,Q3
2583,SURGE,heist,Hot Potato,0,90,86,176,0.48863636363636365,19140,0.009195402298850575,Q1
2584,SURGE,heist,Kaboom Canyon,1,21,16,38,0.42105263157894735,12288,0.0030924479166666665,Q3
2585,SURGE,heist,Pit Stop,1,184,184,369,0.4986449864498645,22482,0.016413130504403524,Q1
2586,SURGE,heist,Safe Zone,0,20,9,29,0.3103448275862069,26196,0.001107039242632463,Q3
2587,SURGE,heist,Snaked Assault,0,104,59,163,0.3619631901840491,27510,0.0059251181388585965,Q3
2588,SURGE,heist,Tornado Ring,1,118,76,195,0.38974358974358975,28224,0.006909013605442177,Q3
2589,SURGE,hotZone,Controller Chaos,0,456,438,894,0.4899328859060403,19152,0.046679197994987466,Q1
2590,SURGE,hotZone,Dueling Beetles,0,196,87,283,0.30742049469964666,32208,0.008786636860407352,Q2
2591,SURGE,hotZone,Open Zone,0,56,20,76,0.2631578947368421,17556,0.004329004329004329,Q3
2592,SURGE,hotZone,Parallel Plays,1,117,109,227,0.4801762114537445,4602,0.04932637983485441,Q1
2593,SURGE,hotZone,Quarter Pounder,2,426,215,643,0.3343701399688958,34110,0.0188507768982703,Q2
2594,SURGE,hotZone,Ring of Fire,0,129,83,212,0.3915094339622642,24894,0.008516108299188559,Q3
2595,SURGE,hotZone,Split,0,767,834,1601,0.5209244222361025,29244,0.05474627273970729,Q1
2596,SURGE,knockout,Belle's Rock,0,107,40,147,0.272108843537415,54234,0.0027104768226573735,Q3
2597,SURGE,knockout,Flaring Phoenix,1,82,54,137,0.39416058394160586,20676,0.006626039852969627,Q3
2598,SURGE,knockout,Goldarm Gulch,0,26,10,36,0.2777777777777778,6720,0.005357142857142857,Q3
2599,SURGE,knockout,New Perspective,0,141,76,217,0.35023041474654376,32994,0.0065769533854640235,Q3
2600,SURGE,knockout,Out in the Open,0,150,68,218,0.3119266055045872,51246,0.004253990555360418,Q3
2601,SURGE,knockout,Riverside,1,38,8,47,0.1702127659574468,31974,0.0014699443297679364,Q3
2602,SURGE,knockout,X Marks the Spot,0,134,85,219,0.3881278538812785,43602,0.005022705380487134,Q3
2603,TARA,bounty,Canal Grande,0,99,96,195,0.49230769230769234,20526,0.00950014615609471,Q1
2604,TARA,bounty,Dry Season,0,23,12,35,0.34285714285714286,29460,0.0011880515953835709,Q3
2605,TARA,bounty,Excel,0,24,4,28,0.14285714285714285,17316,0.001617001617001617,Q3
2606,TARA,bounty,Hideout,0,8,4,12,0.3333333333333333,11538,0.0010400416016640667,Q3
2607,TARA,bounty,Layer Cake,0,47,56,103,0.5436893203883495,19848,0.0051894397420395,Q4
2608,TARA,bounty,Shooting Star,0,11,3,14,0.21428571428571427,21186,0.0006608137449258944,Q3
2609,TARA,bounty,Temple Ruins,0,93,99,192,0.515625,7824,0.024539877300613498,Q1
2610,TARA,brawlBall,Backyard Bowl,17,469,364,850,0.42823529411764705,133578,0.006363323301741304,Q3
2611,TARA,brawlBall,Beach Ball,13,681,598,1292,0.4628482972136223,88080,0.014668483197093551,Q2
2612,TARA,brawlBall,Center Stage,56,2012,2005,4073,0.49226614289221704,170286,0.023918584029221427,Q1
2613,TARA,brawlBall,Pinhole Punt,31,1212,1237,2480,0.49879032258064515,154962,0.016003923542545914,Q1
2614,TARA,brawlBall,Sneaky Fields,31,1205,1140,2376,0.4797979797979798,118884,0.01998586857777329,Q1
2615,TARA,brawlBall,Sunny Soccer,13,562,538,1113,0.4833782569631626,74093,0.015021661965367849,Q1
