,brawlername,event.mode,event.map,total_games,total_draws,total_wins,winrate
2384,AMBER,heist,Pit Stop,3,0.0,3.0,1.0
2385,AMBER,heist,Kaboom Canyon,77,0.0,64.0,0.8311688311688312
2386,AMBER,heist,Hot Potato,2,0.0,2.0,1.0
2387,AMBER,heist,Bridge Too Far,13,0.0,9.0,0.6923076923076923
2388,AMBER,gemGrab,Undermine,99,0.0,75.0,0.7575757575757576
2389,AMBER,gemGrab,Minecart Madness,31,0.0,23.0,0.7419354838709677
2390,AMBER,gemGrab,Hard Rock Mine,3,0.0,3.0,1.0
2391,AMBER,gemGrab,Gem Fort,19,0.0,13.0,0.6842105263157895
2392,AMBER,gemGrab,Double Swoosh,138,0.0,109.0,0.7898550724637681
2393,AMBER,gemGrab,Deep Diner,21,0.0,14.0,0.6666666666666666
2394,AMBER,gemGrab,Crystal Arcade,9,0.0,8.0,0.8888888888888888
2395,AMBER,brawlBall,Sunny Soccer,8,0.0,4.0,0.5
2396,AMBER,brawlBall,Sneaky Fields,23,0.0,16.0,0.6956521739130435
2397,AMBER,brawlBall,Pinhole Punt,61,0.0,42.0,0.6885245901639344
2398,AMBER,brawlBall,Center Stage,82,1.0,54.0,0.6585365853658537
2399,AMBER,brawlBall,Beach Ball,28,0.0,18.0,0.6428571428571429
2400,AMBER,brawlBall,Backyard Bowl,88,1.0,72.0,0.8181818181818182
2401,AMBER,bounty,Temple Ruins,2,0.0,2.0,1.0
2402,AMBER,bounty,Shooting Star,4,0.0,4.0,1.0
2403,AMBER,bounty,Layer Cake,16,0.0,15.0,0.9375
2404,AMBER,bounty,Hideout,3,0.0,2.0,0.6666666666666666
2405,AMBER,bounty,Dry Season,9,0.0,8.0,0.8888888888888888
2406,8-BIT,knockout,X Marks the Spot,11,0.0,6.0,0.5454545454545454
2407,8-BIT,knockout,Riverside,10,0.0,8.0,0.8
2408,8-BIT,knockout,Out in the Open,3,0.0,3.0,1.0
2409,8-BIT,knockout,New Perspective,2,0.0,1.0,0.5
2410,8-BIT,knockout,Goldarm Gulch,10,0.0,9.0,0.9
2411,8-BIT,knockout,Belle`s Rock,1,0.0,0.0,0.0
2412,8-BIT,hotZone,Ring of Fire,5,0.0,3.0,0.6
2413,8-BIT,hotZone,Quarter Pounder,4,0.0,3.0,0.75
2414,8-BIT,hotZone,Open Zone,3,0.0,3.0,1.0
2415,8-BIT,hotZone,Dueling Beetles,3,0.0,2.0,0.6666666666666666
2416,8-BIT,hotZone,Controller Chaos,1,0.0,0.0,0.0
2417,8-BIT,heist,Tornado Ring,50,0.0,38.0,0.76
2418,8-BIT,heist,Snaked Assault,75,0.0,65.0,0.8666666666666667
2419,8-BIT,heist,Safe Zone,13,0.0,10.0,0.7692307692307693
2420,8-BIT,heist,Pit Stop,7,0.0,6.0,0.8571428571428571
2421,8-BIT,heist,Kaboom Canyon,59,0.0,47.0,0.7966101694915254
2422,8-BIT,heist,Hot Potato,1,0.0,1.0,1.0
2423,8-BIT,heist,Bridge Too Far,52,0.0,38.0,0.7307692307692307
2424,8-BIT,gemGrab,Undermine,12,0.0,6.0,0.5
2425,8-BIT,gemGrab,Minecart Madness,77,0.0,65.0,0.8441558441558441
2426,8-BIT,gemGrab,Hard Rock Mine,62,0.0,46.0,0.7419354838709677
2427,8-BIT,gemGrab,Gem Fort,6,0.0,5.0,0.8333333333333334
2428,8-BIT,gemGrab,Double Swoosh,48,0.0,40.0,0.8333333333333334
2429,8-BIT,gemGrab,Deep Diner,149,0.0,133.0,0.8926174496644296
2430,8-BIT,gemGrab,Crystal Arcade,37,0.0,30.0,0.8108108108108109
2431,8-BIT,brawlBall,Sunny Soccer,13,1.0,7.0,0.5384615384615384
2432,8-BIT,brawlBall,Sneaky Fields,4,0.0,2.0,0.5
2433,8-BIT,brawlBall,Pinhole Punt,8,0.0,5.0,0.625
2434,8-BIT,brawlBall,Center Stage,3,0.0,2.0,0.6666666666666666
2435,8-BIT,brawlBall,Beach Ball,9,0.0,8.0,0.8888888888888888
2436,8-BIT,brawlBall,Backyard Bowl,53,2.0,42.0,0.7924528301886793
2437,8-BIT,bounty,Shooting Star,5,0.0,5.0,1.0
2438,8-BIT,bounty,Layer Cake,2,0.0,2.0,1.0
2439,8-BIT,bounty,Hideout,5,0.0,4.0,0.8
2440,8-BIT,bounty,Dry Season,3,0.0,3.0,1.0
